"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [Paikallinen aika]","Ilman lämpötila keskiarvo [°C]","Pilvisyys [1/8]","Ilmanpaine merenpinnan tasolla keskiarvo [hPa]","Tuulen suunta keskiarvo [°]","Keskituulen nopeus keskiarvo [m/s]"
"Helsinki Kaisaniemi","2024","12","22","05:00","4.2","Pilvistä (8/8)","991.9","194.9","3.8"
"Helsinki Kaisaniemi","2024","12","22","06:00","4.3","Pilvistä (8/8)","991.2","189.1","4.6"
"Helsinki Kaisaniemi","2024","12","22","07:00","4.5","Pilvistä (8/8)","990.6","185.3","5.9"
"Helsinki Kaisaniemi","2024","12","22","08:00","4.3","Pilvistä (8/8)","990.3","183.9","5.9"
"Helsinki Kaisaniemi","2024","12","22","09:00","4.2","Pilvistä (8/8)","990.2","181.3","6.4"
"Helsinki Kaisaniemi","2024","12","22","10:00","4.3","Pilvistä (8/8)","990","180.5","6.6"
"Helsinki Kaisaniemi","2024","12","22","11:00","4.2","Pilvistä (8/8)","989.9","179.6","7.4"
"Helsinki Kaisaniemi","2024","12","22","12:00","4.2","Pilvistä (8/8)","989.8","181.8","7.5"
"Helsinki Kaisaniemi","2024","12","22","13:00","4","Pilvistä (8/8)","989.6","179.1","7.5"
"Helsinki Kaisaniemi","2024","12","22","14:00","4.1","Pilvistä (8/8)","989.4","180.7","6.7"
"Helsinki Kaisaniemi","2024","12","22","15:00","4.2","Pilvistä (8/8)","989.3","182.9","6.7"
"Helsinki Kaisaniemi","2024","12","22","16:00","4.2","Pilvistä (8/8)","989.5","186.5","6.7"
"Helsinki Kaisaniemi","2024","12","22","17:00","4.2","Pilvistä (8/8)","989.9","190.7","5.9"
"Helsinki Kaisaniemi","2024","12","22","18:00","4.2","Pilvistä (8/8)","990.3","194.8","5.6"
"Helsinki Kaisaniemi","2024","12","22","19:00","4.1","Pilvistä (8/8)","990.6","193.4","5.9"
"Helsinki Kaisaniemi","2024","12","22","20:00","3.6","Pilvistä (8/8)","991.1","193.5","5.6"
"Helsinki Kaisaniemi","2024","12","22","21:00","3.1","Pilvistä (8/8)","991.6","206.3","5.4"
"Helsinki Kaisaniemi","2024","12","22","22:00","2.7","Pilvistä (8/8)","992.1","207.4","5"
"Helsinki Kaisaniemi","2024","12","22","23:00","2.3","Pilvistä (8/8)","992.5","209.9","4.9"
"Helsinki Kaisaniemi","2024","12","23","00:00","2.3","Pilvistä (8/8)","992.9","209.9","4.4"
"Helsinki Kaisaniemi","2024","12","23","01:00","2.2","Pilvistä (8/8)","993.5","205.2","4.3"
"Helsinki Kaisaniemi","2024","12","23","02:00","2.5","Pilvistä (8/8)","994.3","212.3","3.5"
"Helsinki Kaisaniemi","2024","12","23","03:00","3.2","Pilvistä (8/8)","995","219","2.6"
"Helsinki Kaisaniemi","2024","12","23","04:00","3.6","Pilvistä (8/8)","995.6","218.6","2"
"Helsinki Kaisaniemi","2024","12","23","05:00","4.2","Pilvistä (8/8)","996.4","203.2","2.9"
"Helsinki Kaisaniemi","2024","12","23","06:00","4.3","Pilvistä (8/8)","997.4","233.8","3.1"
"Helsinki Kaisaniemi","2024","12","23","07:00","4.4","Pilvistä (8/8)","998.4","218.7","3.8"
"Helsinki Kaisaniemi","2024","12","23","08:00","4.4","Pilvistä (8/8)","999.3","226.8","3.4"
"Helsinki Kaisaniemi","2024","12","23","09:00","4.3","Melko pilvistä (6/8)","1000.3","242.1","2.5"
"Helsinki Kaisaniemi","2024","12","23","10:00","4.4","Pilvistä (8/8)","1001.6","213.4","3.6"
"Helsinki Kaisaniemi","2024","12","23","11:00","4.3","Pilvistä (8/8)","1002.5","210.9","3.5"
"Helsinki Kaisaniemi","2024","12","23","12:00","4.4","Pilvistä (8/8)","1003.1","218","2.9"
"Helsinki Kaisaniemi","2024","12","23","13:00","4.6","Pilvistä (8/8)","1003.8","209.1","2.7"
"Helsinki Kaisaniemi","2024","12","23","14:00","4.7","Pilvistä (8/8)","1004.3","210.3","2.5"
"Helsinki Kaisaniemi","2024","12","23","15:00","4.6","Pilvistä (8/8)","1005","197.6","2.1"
"Helsinki Kaisaniemi","2024","12","23","16:00","4.7","Pilvistä (8/8)","1005.7","202.9","2.3"
"Helsinki Kaisaniemi","2024","12","23","17:00","4.3","Pilvistä (8/8)","1006.3","207.7","1.6"
"Helsinki Kaisaniemi","2024","12","23","18:00","3.9","Pilvistä (8/8)","1006.9","168.9","1.2"
"Helsinki Kaisaniemi","2024","12","23","19:00","3.9","Pilvistä (8/8)","1007.6","147","1.7"
"Helsinki Kaisaniemi","2024","12","23","20:00","4.1","Pilvistä (8/8)","1008.4","186.9","2"
"Helsinki Kaisaniemi","2024","12","23","21:00","3.6","Pilvistä (8/8)","1008.8","88.5","0.9"
"Helsinki Kaisaniemi","2024","12","23","22:00","3.5","Pilvistä (8/8)","1009.4","149.7","0.6"
"Helsinki Kaisaniemi","2024","12","23","23:00","3.9","Pilvistä (8/8)","1010","217.4","1.3"
"Helsinki Kaisaniemi","2024","12","24","00:00","3.5","Pilvistä (8/8)","1010.4","265.9","1.3"
"Helsinki Kaisaniemi","2024","12","24","01:00","3.1","Pilvistä (8/8)","1010.9","279.8","0.8"
"Helsinki Kaisaniemi","2024","12","24","02:00","3.1","Pilvistä (8/8)","1011.4","66.2","1.5"
"Helsinki Kaisaniemi","2024","12","24","03:00","3.1","Pilvistä (8/8)","1011.9","82.2","1"
"Helsinki Kaisaniemi","2024","12","24","04:00","3.1","Pilvistä (8/8)","1012.2","89.9","0.9"
"Helsinki Kaisaniemi","2024","12","24","05:00","2.8","Pilvistä (8/8)","1012.4","114","1.3"
"Helsinki Kaisaniemi","2024","12","24","06:00","2.5","Pilvistä (8/8)","1012.9","312.8","1.7"
"Helsinki Kaisaniemi","2024","12","24","07:00","2.2","Pilvistä (8/8)","1013.3","211.2","1.2"
"Helsinki Kaisaniemi","2024","12","24","08:00","2.1","Pilvistä (8/8)","1014.1","341.1","1.5"
"Helsinki Kaisaniemi","2024","12","24","09:00","2","Pilvistä (8/8)","1014.7","270.1","1.2"
"Helsinki Kaisaniemi","2024","12","24","10:00","1.9","Pilvistä (8/8)","1015.2","312","1.7"
"Helsinki Kaisaniemi","2024","12","24","11:00","1.9","Pilvistä (8/8)","1015.9","178.1","1.1"
"Helsinki Kaisaniemi","2024","12","24","12:00","2.1","Pilvistä (8/8)","1016.6","302","2"
"Helsinki Kaisaniemi","2024","12","24","13:00","2.1","Pilvistä (8/8)","1017","258.5","1.1"
"Helsinki Kaisaniemi","2024","12","24","14:00","2.4","Pilvistä (8/8)","1017.3","262.2","2.2"
"Helsinki Kaisaniemi","2024","12","24","15:00","2.7","Pilvistä (8/8)","1017.9","257.9","2.3"
"Helsinki Kaisaniemi","2024","12","24","16:00","2.9","Pilvistä (8/8)","1018.3","-","-"
"Helsinki Kaisaniemi","2024","12","24","17:00","2.5","Pilvistä (8/8)","1018.4","236.2","3"
"Helsinki Kaisaniemi","2024","12","24","18:00","1.9","Pilvisyyttä ei voida määrittää (9/8)","1018.9","254","3"
"Helsinki Kaisaniemi","2024","12","24","19:00","1.6","Pilvistä (8/8)","1019.5","255.8","2.5"
"Helsinki Kaisaniemi","2024","12","24","20:00","1.5","Melko pilvistä (7/8)","1020","263","1.1"
"Helsinki Kaisaniemi","2024","12","24","21:00","1.8","Puolipilvistä (5/8)","1019.9","202.5","1.6"
"Helsinki Kaisaniemi","2024","12","24","22:00","3.2","Pilvistä (8/8)","1020.2","204.4","3.5"
"Helsinki Kaisaniemi","2024","12","24","23:00","3.4","Pilvistä (8/8)","1020.2","232.7","5"
"Helsinki Kaisaniemi","2024","12","25","00:00","3.2","Melko pilvistä (7/8)","1020","237.9","4.2"
"Helsinki Kaisaniemi","2024","12","25","01:00","3","Melko pilvistä (7/8)","1020.2","242.9","4.2"
"Helsinki Kaisaniemi","2024","12","25","02:00","3","Pilvistä (8/8)","1020.4","249","4"
"Helsinki Kaisaniemi","2024","12","25","03:00","3.3","Pilvistä (8/8)","1020.3","245.1","4.3"
"Helsinki Kaisaniemi","2024","12","25","04:00","3.2","Pilvistä (8/8)","1020.2","237.2","4"
"Helsinki Kaisaniemi","2024","12","25","05:00","3.6","Pilvistä (8/8)","1019.9","229.4","3.9"
"Helsinki Kaisaniemi","2024","12","25","06:00","3.9","Pilvistä (8/8)","1019.9","237.8","4.9"
"Helsinki Kaisaniemi","2024","12","25","07:00","4.2","Pilvistä (8/8)","1019.7","239.3","4.9"
"Helsinki Kaisaniemi","2024","12","25","08:00","4.5","Pilvistä (8/8)","1019","232.2","3.9"
"Helsinki Kaisaniemi","2024","12","25","09:00","4.5","Pilvistä (8/8)","1019.1","236.1","4.4"
"Helsinki Kaisaniemi","2024","12","25","10:00","4.9","Pilvistä (8/8)","1019.2","245.1","5.4"
"Helsinki Kaisaniemi","2024","12","25","11:00","5.1","Pilvistä (8/8)","1019.2","244.7","5.4"
"Helsinki Kaisaniemi","2024","12","25","12:00","5.1","Pilvistä (8/8)","1019","239.5","4.8"
"Helsinki Kaisaniemi","2024","12","25","13:00","5.3","Pilvistä (8/8)","1018.9","244.1","5.5"
"Helsinki Kaisaniemi","2024","12","25","14:00","5.4","Pilvistä (8/8)","1018.7","250.2","5.5"
"Helsinki Kaisaniemi","2024","12","25","15:00","5.4","Pilvistä (8/8)","1019","251.6","4.1"
"Helsinki Kaisaniemi","2024","12","25","16:00","5.3","Pilvistä (8/8)","1019.4","247","3.9"
"Helsinki Kaisaniemi","2024","12","25","17:00","5.3","Pilvistä (8/8)","1019.6","249.1","4.4"
"Helsinki Kaisaniemi","2024","12","25","18:00","5.2","Pilvistä (8/8)","1020","254.9","3.7"
"Helsinki Kaisaniemi","2024","12","25","19:00","5.3","Pilvistä (8/8)","1020.5","260.1","3.7"
"Helsinki Kaisaniemi","2024","12","25","20:00","5.2","Pilvistä (8/8)","1020.6","257.9","4.5"
"Helsinki Kaisaniemi","2024","12","25","21:00","5.1","Pilvistä (8/8)","1020.7","255.8","3.9"
"Helsinki Kaisaniemi","2024","12","25","22:00","5.3","Pilvistä (8/8)","1020.7","255.3","4"
"Helsinki Kaisaniemi","2024","12","25","23:00","5.5","Pilvistä (8/8)","1021.3","256.8","3.3"
"Helsinki Kaisaniemi","2024","12","26","00:00","5.5","Pilvistä (8/8)","1021.5","262.3","3.6"
"Helsinki Kaisaniemi","2024","12","26","01:00","5.6","Pilvistä (8/8)","1021.3","242.9","3"
"Helsinki Kaisaniemi","2024","12","26","02:00","5.5","Pilvistä (8/8)","1021.6","250.9","3.6"
"Helsinki Kaisaniemi","2024","12","26","03:00","5.6","Pilvistä (8/8)","1021.9","262.8","3.1"
"Helsinki Kaisaniemi","2024","12","26","04:00","5.5","Pilvistä (8/8)","1022.2","263.1","3.2"
"Helsinki Kaisaniemi","2024","12","26","05:00","5.6","Pilvistä (8/8)","1022.2","264.1","3.4"
"Helsinki Kaisaniemi","2024","12","26","06:00","5.8","Pilvistä (8/8)","1022.1","253.3","3.8"
"Helsinki Kaisaniemi","2024","12","26","07:00","5.9","Pilvistä (8/8)","1022","255.9","3.8"
"Helsinki Kaisaniemi","2024","12","26","08:00","5.8","Pilvistä (8/8)","1021.7","239.7","4"
"Helsinki Kaisaniemi","2024","12","26","09:00","5.6","Pilvistä (8/8)","1021.9","247.2","5.4"
"Helsinki Kaisaniemi","2024","12","26","10:00","5.6","Pilvistä (8/8)","1022.2","255.6","5.2"
"Helsinki Kaisaniemi","2024","12","26","11:00","5.6","Pilvistä (8/8)","1022.7","259.1","4.5"
"Helsinki Kaisaniemi","2024","12","26","12:00","5.8","Pilvistä (8/8)","1022.4","248","3.8"
"Helsinki Kaisaniemi","2024","12","26","13:00","5.8","Pilvistä (8/8)","1021.8","244.6","4.4"
"Helsinki Kaisaniemi","2024","12","26","14:00","5.9","Pilvistä (8/8)","1022","257.5","4.6"
"Helsinki Kaisaniemi","2024","12","26","15:00","6.3","Pilvistä (8/8)","1022.6","270.8","5.1"
"Helsinki Kaisaniemi","2024","12","26","16:00","6.5","Pilvistä (8/8)","1023","280.3","4.9"
"Helsinki Kaisaniemi","2024","12","26","17:00","6.5","Pilvistä (8/8)","1023.9","292","4.2"
"Helsinki Kaisaniemi","2024","12","26","18:00","6.7","Pilvistä (8/8)","1024.7","300.2","4"
"Helsinki Kaisaniemi","2024","12","26","19:00","6.3","Melko pilvistä (6/8)","1025.6","317.1","4.4"
"Helsinki Kaisaniemi","2024","12","26","20:00","5.7","Pilvistä (8/8)","1026.4","297.8","2.9"
"Helsinki Kaisaniemi","2024","12","26","21:00","5.1","Melko pilvistä (7/8)","1027","316.1","3.7"
"Helsinki Kaisaniemi","2024","12","26","22:00","4.4","Melko pilvistä (7/8)","1027.6","313.9","3.5"
"Helsinki Kaisaniemi","2024","12","26","23:00","3.6","Melko pilvistä (7/8)","1028.3","316.2","3"
"Helsinki Kaisaniemi","2024","12","27","00:00","3.2","Melko pilvistä (7/8)","1028.7","306.3","1.9"
"Helsinki Kaisaniemi","2024","12","27","01:00","3","Melko pilvistä (7/8)","1029","305","2.3"
"Helsinki Kaisaniemi","2024","12","27","02:00","2.8","Melko pilvistä (7/8)","1029.6","320.3","2.1"
"Helsinki Kaisaniemi","2024","12","27","03:00","2.9","Pilvistä (8/8)","1029.9","268.7","1.9"
"Helsinki Kaisaniemi","2024","12","27","04:00","3.1","Pilvistä (8/8)","1029.9","249.8","1.3"
"Helsinki Kaisaniemi","2024","12","27","05:00","2.8","Pilvistä (8/8)","1029.6","253.9","1.3"
"Helsinki Kaisaniemi","2024","12","27","06:00","3.5","Pilvistä (8/8)","1029.8","239.9","1.8"
"Helsinki Kaisaniemi","2024","12","27","07:00","3.8","Melko pilvistä (7/8)","1029.6","176.1","1.5"
"Helsinki Kaisaniemi","2024","12","27","08:00","3.7","Melko pilvistä (7/8)","1029.4","263.6","1.4"
"Helsinki Kaisaniemi","2024","12","27","09:00","2.7","Melko pilvistä (7/8)","1029.7","293.7","1.2"
"Helsinki Kaisaniemi","2024","12","27","10:00","3.6","Melko pilvistä (7/8)","1029.7","225.5","1.7"
"Helsinki Kaisaniemi","2024","12","27","11:00","4","Pilvisyyttä ei voida määrittää (9/8)","1029.7","243.7","1.4"
"Helsinki Kaisaniemi","2024","12","27","12:00","4.2","Pilvisyyttä ei voida määrittää (9/8)","1029.6","279.2","1.1"
"Helsinki Kaisaniemi","2024","12","27","13:00","4","Melko pilvistä (7/8)","1029.2","189.5","1"
"Helsinki Kaisaniemi","2024","12","27","14:00","3.7","Pilvistä (8/8)","1029","291.4","2.1"
"Helsinki Kaisaniemi","2024","12","27","15:00","3","Pilvistä (8/8)","1028.8","286.4","2.3"
"Helsinki Kaisaniemi","2024","12","27","16:00","2.2","Pilvistä (8/8)","1028.7","301.5","1.8"
"Helsinki Kaisaniemi","2024","12","27","17:00","1.4","Pilvistä (8/8)","1028.8","318.1","3"
"Helsinki Kaisaniemi","2024","12","27","18:00","0.9","Pilvistä (8/8)","1028.9","315.6","2.9"
"Helsinki Kaisaniemi","2024","12","27","19:00","0.5","Pilvistä (8/8)","1029","301.2","3"
"Helsinki Kaisaniemi","2024","12","27","20:00","0.2","Pilvisyyttä ei voida määrittää (9/8)","1028.9","296.4","2.8"
"Helsinki Kaisaniemi","2024","12","27","21:00","0.1","Pilvisyyttä ei voida määrittää (9/8)","1028.7","290.1","2.4"
"Helsinki Kaisaniemi","2024","12","27","22:00","-0.3","Pilvisyyttä ei voida määrittää (9/8)","1028.5","282.4","1.9"
"Helsinki Kaisaniemi","2024","12","27","23:00","-0.6","Pilvisyyttä ei voida määrittää (9/8)","1028.3","279","1.6"
"Helsinki Kaisaniemi","2024","12","28","00:00","-0.6","Pilvisyyttä ei voida määrittää (9/8)","1028.2","262.6","2.2"
"Helsinki Kaisaniemi","2024","12","28","01:00","-1.1","Pilvisyyttä ei voida määrittää (9/8)","1028","263.4","2"
"Helsinki Kaisaniemi","2024","12","28","02:00","-1.1","Pilvisyyttä ei voida määrittää (9/8)","1027.8","270.8","2.2"
"Helsinki Kaisaniemi","2024","12","28","03:00","-1.1","Pilvisyyttä ei voida määrittää (9/8)","1027.3","252.5","1.6"
"Helsinki Kaisaniemi","2024","12","28","04:00","-0.8","Pilvisyyttä ei voida määrittää (9/8)","1026.9","274.4","1.8"
"Helsinki Kaisaniemi","2024","12","28","05:00","-0.3","Pilvistä (8/8)","1026.4","298.6","1.3"
"Helsinki Kaisaniemi","2024","12","28","06:00","0.1","Pilvistä (8/8)","1025.7","314","1.3"
"Helsinki Kaisaniemi","2024","12","28","07:00","0.4","Pilvistä (8/8)","1025.3","325.6","2.2"
"Helsinki Kaisaniemi","2024","12","28","08:00","0.1","Pilvistä (8/8)","1025","306.6","2.7"
"Helsinki Kaisaniemi","2024","12","28","09:00","0.4","Pilvistä (8/8)","1024.8","319","1.1"
"Helsinki Kaisaniemi","2024","12","28","10:00","0.8","Pilvistä (8/8)","1024.5","325","1.1"
"Helsinki Kaisaniemi","2024","12","28","11:00","1.6","Pilvistä (8/8)","1024.4","255.1","1.7"
"Helsinki Kaisaniemi","2024","12","28","12:00","2.1","Pilvistä (8/8)","1024","239.7","1"
"Helsinki Kaisaniemi","2024","12","28","13:00","2.7","Pilvistä (8/8)","1023.4","194.8","1.1"
"Helsinki Kaisaniemi","2024","12","28","14:00","3","Pilvistä (8/8)","1022.9","121.6","1.6"
"Helsinki Kaisaniemi","2024","12","28","15:00","3.5","Pilvistä (8/8)","1022.4","178","1.7"
"Helsinki Kaisaniemi","2024","12","28","16:00","4.3","Pilvistä (8/8)","1021.9","237","2.2"
"Helsinki Kaisaniemi","2024","12","28","17:00","4.2","Pilvistä (8/8)","1021.4","213.1","2.3"
"Helsinki Kaisaniemi","2024","12","28","18:00","4.5","Pilvistä (8/8)","1020.8","208.3","3.5"
"Helsinki Kaisaniemi","2024","12","28","19:00","4.6","Pilvistä (8/8)","1020.1","209.5","4.5"
"Helsinki Kaisaniemi","2024","12","28","20:00","4.7","Pilvistä (8/8)","1019.7","214.7","4.6"
"Helsinki Kaisaniemi","2024","12","28","21:00","4.7","Pilvistä (8/8)","1019.2","218.7","4.6"
"Helsinki Kaisaniemi","2024","12","28","22:00","4.8","Pilvistä (8/8)","1018.6","218.8","4.7"
"Helsinki Kaisaniemi","2024","12","28","23:00","4.7","Pilvistä (8/8)","1018.1","226","3.9"
"Helsinki Kaisaniemi","2024","12","29","00:00","4.5","Pilvistä (8/8)","1017.5","230.8","4.1"
"Helsinki Kaisaniemi","2024","12","29","01:00","4.3","Pilvistä (8/8)","1016.9","220.6","5.2"
"Helsinki Kaisaniemi","2024","12","29","02:00","4.4","Pilvistä (8/8)","1015.9","231.5","4.3"
"Helsinki Kaisaniemi","2024","12","29","03:00","4.3","Pilvistä (8/8)","1015","230.8","4.7"
"Helsinki Kaisaniemi","2024","12","29","04:00","4.1","Pilvistä (8/8)","1014.1","219.7","5"
"Helsinki Kaisaniemi","2024","12","29","05:00","4.2","Pilvistä (8/8)","1012.9","221.3","5.7"
"Helsinki Kaisaniemi","2024","12","29","06:00","4.4","Pilvistä (8/8)","1011.8","226.3","5.5"
"Helsinki Kaisaniemi","2024","12","29","07:00","4.5","Pilvistä (8/8)","1011.1","227.7","6.1"
"Helsinki Kaisaniemi","2024","12","29","08:00","4.4","Pilvistä (8/8)","1010.1","228.3","5.3"
"Helsinki Kaisaniemi","2024","12","29","09:00","4.4","Pilvistä (8/8)","1009.2","221.9","6.3"
"Helsinki Kaisaniemi","2024","12","29","10:00","4.5","Pilvistä (8/8)","1008.6","224.1","5.9"
"Helsinki Kaisaniemi","2024","12","29","11:00","4.9","Pilvistä (8/8)","1008","225.2","6.4"
"Helsinki Kaisaniemi","2024","12","29","12:00","5.1","Pilvistä (8/8)","1007.2","235.9","5.7"
"Helsinki Kaisaniemi","2024","12","29","13:00","5.1","Pilvistä (8/8)","1006.5","241.8","6.9"
"Helsinki Kaisaniemi","2024","12","29","14:00","4.9","Pilvistä (8/8)","1005.8","239.3","6.8"
"Helsinki Kaisaniemi","2024","12","29","15:00","4.6","Pilvistä (8/8)","1004.8","239.9","6"
"Helsinki Kaisaniemi","2024","12","29","16:00","4.8","Pilvistä (8/8)","1004.3","240.9","6.5"
"Helsinki Kaisaniemi","2024","12","29","17:00","5.1","Pilvistä (8/8)","1003.8","241.9","6.5"
"Helsinki Kaisaniemi","2024","12","29","18:00","5.2","Pilvistä (8/8)","1003.1","236","5.9"
"Helsinki Kaisaniemi","2024","12","29","19:00","5.5","Melko pilvistä (7/8)","1002.9","242.5","5.6"
"Helsinki Kaisaniemi","2024","12","29","20:00","5.7","Pilvistä (8/8)","1002.6","245.6","5"
"Helsinki Kaisaniemi","2024","12","29","21:00","5.7","Pilvistä (8/8)","1002.6","243.8","4.7"
"Helsinki Kaisaniemi","2024","12","29","22:00","5.9","Pilvistä (8/8)","1002.5","245","4.4"
"Helsinki Kaisaniemi","2024","12","29","23:00","5.4","Melko pilvistä (7/8)","1002.1","226.5","3.7"
"Helsinki Kaisaniemi","2024","12","30","00:00","5.2","Melko pilvistä (7/8)","1001.1","226.5","4.4"
"Helsinki Kaisaniemi","2024","12","30","01:00","5.9","Pilvistä (8/8)","1000","237.9","5.4"
"Helsinki Kaisaniemi","2024","12","30","02:00","5.8","Pilvistä (8/8)","998.3","230.8","5.3"
"Helsinki Kaisaniemi","2024","12","30","03:00","5.4","Pilvistä (8/8)","995.9","230.3","6.7"
"Helsinki Kaisaniemi","2024","12","30","04:00","5.7","Pilvistä (8/8)","993.2","225.6","8.5"
"Helsinki Kaisaniemi","2024","12","30","05:00","6","Pilvistä (8/8)","991.5","237.3","9.9"
"Helsinki Kaisaniemi","2024","12","30","06:00","4.6","Pilvistä (8/8)","992.1","292.8","7.6"
"Helsinki Kaisaniemi","2024","12","30","07:00","4","Melko pilvistä (7/8)","993.2","281","7.8"
"Helsinki Kaisaniemi","2024","12","30","08:00","3.4","Melko pilvistä (6/8)","994.5","281.8","7.1"
"Helsinki Kaisaniemi","2024","12","30","09:00","2.9","Melko pilvistä (7/8)","995.5","275","5.8"
"Helsinki Kaisaniemi","2024","12","30","10:00","2.3","Pilvistä (8/8)","996.3","281.2","6.1"
"Helsinki Kaisaniemi","2024","12","30","11:00","1.9","Melko pilvistä (7/8)","997.1","273.3","6"
"Helsinki Kaisaniemi","2024","12","30","12:00","1.6","Selkeää (0/8)","997.6","276.6","6.1"
"Helsinki Kaisaniemi","2024","12","30","13:00","1.8","Selkeää (1/8)","998","289.7","6.6"
"Helsinki Kaisaniemi","2024","12","30","14:00","1.8","Melko selkeää (2/8)","998.8","299","6.9"
"Helsinki Kaisaniemi","2024","12","30","15:00","1.6","Selkeää (0/8)","999.8","287.8","6.5"
"Helsinki Kaisaniemi","2024","12","30","16:00","1.2","Selkeää (0/8)","1000.7","285.7","5.7"
"Helsinki Kaisaniemi","2024","12","30","17:00","1","Selkeää (0/8)","1001.2","283.8","6.3"
"Helsinki Kaisaniemi","2024","12","30","18:00","0.8","Selkeää (0/8)","1001.7","279.6","6.3"
"Helsinki Kaisaniemi","2024","12","30","19:00","0.5","Selkeää (0/8)","1002.4","274.6","6"
"Helsinki Kaisaniemi","2024","12","30","20:00","0.3","Selkeää (0/8)","1002.7","276","5.9"
"Helsinki Kaisaniemi","2024","12","30","21:00","0.1","Selkeää (0/8)","1002.7","275.1","5.3"
"Helsinki Kaisaniemi","2024","12","30","22:00","-0.2","Selkeää (0/8)","1003","274.5","5.2"
"Helsinki Kaisaniemi","2024","12","30","23:00","-0.1","Selkeää (0/8)","1003.1","280.2","5"
"Helsinki Kaisaniemi","2024","12","31","00:00","-0.3","Selkeää (0/8)","1003.1","279.8","4.3"
"Helsinki Kaisaniemi","2024","12","31","01:00","-0.6","Selkeää (0/8)","1003.1","275.7","3.8"
"Helsinki Kaisaniemi","2024","12","31","02:00","-0.8","Selkeää (0/8)","1002.8","279.6","4.9"
"Helsinki Kaisaniemi","2024","12","31","03:00","-1.1","Selkeää (0/8)","1002.6","281.3","4.5"
"Helsinki Kaisaniemi","2024","12","31","04:00","-1.3","Selkeää (0/8)","1002.6","285.7","4.5"
"Helsinki Kaisaniemi","2024","12","31","05:00","-1.4","Selkeää (0/8)","1002.8","295.4","3.2"
"Helsinki Kaisaniemi","2024","12","31","06:00","-1.2","Selkeää (0/8)","1002.9","289.4","3.8"
"Helsinki Kaisaniemi","2024","12","31","07:00","-1.2","Selkeää (0/8)","1003.3","279.8","3.8"
"Helsinki Kaisaniemi","2024","12","31","08:00","-1.2","Pilvistä (8/8)","1003.2","281.2","4.1"
